ID,Exp. Mass,%,Hit,Hit Score,# Perms,Theo. Mass,Da,ppm,Hex,HexNAc,Fuc,Oxidation,OffBy+1,OffBy-1,Perm,Perm Score,N13,N30,O115-122,O123-133,O134-145
460-1-7,21472.6463,1.0,7,0.02,1,21472.7840,-0.1377,-6,17,15,1,1,0,0,0,0.02,A3G3F+LacN1,A1G1,2 x Core,2 x Core,2 x Core
461-0-0,21477.6205,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462-0-0,21485.5991,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463-0-0,21487.6312,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464-0-0,21493.6084,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465-0-0,21499.5772,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466-0-0,21502.6219,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467-0-0,21521.5724,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468-0-0,21533.6968,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469-0-0,21545.7823,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470-0-0,21552.4754,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471-0-0,21558.6654,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472-0-0,21560.6417,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473-0-0,21570.6242,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474-0-0,21582.6550,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475-0-0,21602.7391,4.6,0,56.91,3,21602.8470,-0.1079,-5,17,15,2,0,0,0,0,45.00,A3G3F+LacN1,A2G2F,2 x Core,2 x Core,1 x Core
475-0-1,21602.7391,4.6,1,31.74,2,21602.8470,-0.1079,-5,17,15,2,0,0,0,0,19.90,A3G3F,A2G2F,2 x Core,2 x Core,2 x Core
475-0-2,21602.7391,4.6,2,7.52,3,21602.8470,-0.1079,-5,17,15,2,0,0,0,0,5.95,A3G3F,A3G3F,2 x Core,2 x Core,1 x Core
475-0-3,21602.7391,4.6,3,3.68,3,21602.8470,-0.1079,-5,17,15,2,0,0,0,0,3.03,A3G3F+LacN1,A3G3F,1 x Core,2 x Core,1 x Core
475-0-4,21602.7391,4.6,4,0.15,3,21602.8470,-0.1079,-5,17,15,2,0,0,0,0,0.09,A3G3F+LacN1,A3G3F,unmodified,2 x Core,2 x Core
476-0-0,21613.6963,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477-0-0,21614.6833,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478-0-0,21617.6776,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479-0-0,21619.7397,0.4,0,56.91,3,21619.8419,-0.1022,-5,17,15,2,1,1,0,0,45.00,A3G3F+LacN1,A2G2F,2 x Core,2 x Core,1 x Core
479-0-1,21619.7397,0.4,1,31.74,2,21619.8419,-0.1022,-5,17,15,2,1,1,0,0,19.90,A3G3F,A2G2F,2 x Core,2 x Core,2 x Core
479-0-2,21619.7397,0.4,2,7.52,3,21619.8419,-0.1022,-5,17,15,2,1,1,0,0,5.95,A3G3F,A3G3F,2 x Core,2 x Core,1 x Core
479-0-3,21619.7397,0.4,3,3.68,3,21619.8419,-0.1022,-5,17,15,2,1,1,0,0,3.03,A3G3F+LacN1,A3G3F,1 x Core,2 x Core,1 x Core
479-0-4,21619.7397,0.4,4,0.15,3,21619.8419,-0.1022,-5,17,15,2,1,1,0,0,0.09,A3G3F+LacN1,A3G3F,unmodified,2 x Core,2 x Core
480-0-0,21622.7744,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481-0-0,21636.6573,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482-0-0,21647.4940,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483-0-0,21648.7185,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484-0-0,21714.6783,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485-0-0,21716.6789,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486-0-0,21726.6730,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487-0-0,21735.6697,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488-0-0,21793.3246,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489-0-0,21807.6891,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490-0-0,21823.9907,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491-0-0,21968.7551,0.3,0,66.23,1,21968.9792,-0.2241,-10,18,16,2,0,1,0,0,66.23,A3G3F+LacN1,A2G2F,2 x Core,2 x Core,2 x Core
491-0-1,21968.7551,0.3,1,25.02,3,21968.9792,-0.2241,-10,18,16,2,0,1,0,0,19.79,A3G3F+LacN1,A3G3F,2 x Core,2 x Core,1 x Core
491-0-2,21968.7551,0.3,2,8.75,1,21968.9792,-0.2241,-10,18,16,2,0,1,0,0,8.75,A3G3F,A3G3F,2 x Core,2 x Core,2 x Core
492-0-0,21978.7929,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493-0-0,22025.7914,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494-0-0,22800.6226,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495-0-0,22807.5714,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496-0-0,22815.6032,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497-0-0,22821.3875,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498-0-0,26070.7177,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499-0-0,26550.1685,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500-0-0,27182.0198,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501-0-0,27222.4615,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502-0-0,27278.5559,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
